Concepto,Respuesta,Codigo
cadáver,paso tiempo huele,descomposicion
cadáver,paso tiempo vuelve amarillento,descomposicion
cadáver,suelen miedo,miedo
arreglo,implica reparar roto,reparar
arreglo,implica remodelar,remodelar
arreglo,implica ordenar,ordenado
arreglo,gente dedica arreglar cosas,reparar
arreglo,implica ajustar,reparar
arreglo,implica colocar forma correcta,ordenado
emoción,personal,subjetivo
emoción,positiva,positivo
emoción,negativa,negativo
emoción,sentimiento,sentimientos
emoción,sensación intensa,sensaciones
emoción,reacción estímulo,reaccion
emoción,expresión,expresion
emoción,estabilidad,estabilidad
emoción,generar cambio físico,cambio_fisiologico
emoción,distintos tipos,diversidad
detalle,contribuye completar cosa,fragmentado
detalle,diferencia,diferenciador
detalle,gente considerada detallista,personalidad
detalle,minuciosidad,meticuloso
detalle,intención,intencion
detalle,importante,relevancia
detalle,pequeño,pequeno
detalle,desapercibidos,desapercibido
detalle,elemento,elemento
detalle,fracción,fragmentado
entidad,,ente
entidad,,existencia
entidad,asociación personas dedican,empresa
entidad,alma,inmaterial
entidad,valor,relevancia
llanura,plano,plano
llanura,valle,paisaje
llanura,desierto,paisaje
llanura,seco,sequia
llanura,deforestacion,deforestacion
llanura,grieta,agujero
llanura,piedras,materia_prima
llanura,tierra,terrestre
llanura,sequedad,sequia
llanura,inerte,estatico
estatua,roca,materia_prima
estatua,marmol,materia_prima
estatua,escultura,escultura
estatua,arte,arte
estatua,replica,imitacion
estatua,representación,representativo
estatua,museo,museo
estatua,miguel angel,artista
estatua,romanticismo,periodo_historico
monarca,reina isabel,personaje_historico
monarca,reinado,monarquia
monarca,príncipes princesas,principes
monarca,europa,europa
monarca,historia,historia
monarca,descendientes,descendencia
monarca,autoritarismo,autoridad
monarca,real,realeza
monarca,regio,extraordinario
monarca,oro,tesoros
cadáver,muerte,muerte
cadáver,abuso,abuso
cadáver,asesino,crimen
cadáver,entierro,inhumacion
cadáver,funebre,difunto
cadáver,halloween,festividad
cadáver,huesos,huesos
cadáver,degradación,descomposicion
cadáver,terror,miedo
cadáver,calavera,calavera
poblado,organización,asociacion
poblado,jerarquia,jerarquia
poblado,pueblo,comunidad
poblado,sociedad,comunidad
poblado,comunión,reunion
poblado,infraestructura,edificacion
poblado,personas,personas
poblado,familias,familia
poblado,identidad,identidad
poblado,calles,ruta
capilla,iglesia,iglesia
capilla,abuso,abuso
capilla,pedofilia,parafilia
capilla,curas,sacerdote
capilla,papas,sacerdote
capilla,catolicismo,religion
capilla,herejia,herejia
capilla,chuña,personaje_televisivo
capilla,crucificación,ritual
bandera,patria,nacion
bandera,patriotismo,patriotismo
bandera,cultura,cultural
bandera,identificación,identidad
bandera,amor,patriotismo
bandera,terrenal,terreno_delimitado
bandera,fiestas patrias,festividad
bandera,colores,colores
bandera,rectangular,figura_geometrica
bandera,asta,asta
planeta,tierra,terrestre
planeta,venus,astros
planeta,marte,astros
planeta,mercurio,astros
planeta,saturno,astros
planeta,jupiter,astros
planeta,oxigeno,elemento_quimico
planeta,pluton,astros
planeta,galaxia,galaxias
planeta,planta,naturaleza
capitán,barco,embarcacion
capitán,equipo,equipo
capitán,deporte,deporte
capitán,fútbol,deporte
capitán,responsabilidad,responsabilidad
capitán,ejemplar,ejemplo_a_seguir
capitán,ordenes,autoridad
capitán,toma descisiones,responsabilidad
capitán,sabiduria,conocimiento
capitán,confianza,confianza
palacio,castillo,castillo
palacio,edificio,arquitectura
palacio,amplio,amplitud
palacio,alcazar,accesible
palacio,piedras,materia_prima
palacio,marmol,materia_prima
palacio,mega construcciones,arquitectura
palacio,,poder
palacio,prudencia,prudente
palacio,frio,gelido
detalle,bonito,belleza
detalle,llama atención,notorio
detalle,pequeño,pequeno
detalle,simple,simplicidad
detalle,flor,conjunto_floral
detalle,rigurosidad,rigurosidad
detalle,preocupación,preocupacion
detalle,característica,caracteristica
detalle,específico,especifico
sanidad,corona virus,virus_infeccioso
sanidad,limpio,higiene
sanidad,cuidado,precaucion
sanidad,salúd,bienestar
sanidad,hospital,hospital
sanidad,esteril,higiene
sanidad,alcohol,elemento_quimico
sanidad,cloro,elemento_quimico
sanidad,salud mental,salud_mental
sanidad,ejercicio,ejercicio
mandato,obligaciones,deberes
mandato,resposabilidad,responsabilidad
mandato,esfuerzo,esfuerzo
mandato,ley,leyes
mandato,ordenes,imposicion
mandato,autoridad,autoridad
mandato,jurisdicción,juridico
mandato,orden,imposicion
mandato,imperativo,imposicion
mandato,instrucción,instrucciones
entidad,alguien,ente
entidad,aliens,alienigenas
entidad,ente,ente
entidad,grupo,grupo
entidad,colectivo,comunidad
entidad,sociedad,comunidad
entidad,agrupación,grupo
entidad,junta,grupo
entidad,corporación,empresa
entidad,sindicato,empresa
reserva,hotel,hotel
reserva,represa,represa
reserva,motel,hotel
reserva,anticipación,predecible
reserva,guardar,almacenar
reserva,cupo,admision
reserva,austeridad,austeridad
reserva,arrendar,arriendo
reserva,reservar,planificar
reserva,apichangarse,refran_popular
fortuna,casino,casino
fortuna,dinero,dinero
fortuna,suerte,suerte
fortuna,farkas,personaje_televisivo
fortuna,ludopata,adicciones
fortuna,apuesta,apuestas
fortuna,ganancias,beneficios
fortuna,sueldo,remuneracion
fortuna,billetes,dinero
fortuna,trabajo,oficio
regreso,regreso jedi,pelicula
regreso,volver,retorno
regreso,,reiterado
regreso,viaje tiempo,viaje
regreso,repetir,reiterado
regreso,retorno,retorno
regreso,retroceder,retroceso
regreso,giro,girar
regreso,error,equivocacion
regreso,vidas pasadas,pseudociencia
entorno,rodea,ambiente
entorno,contexto,contextual
entorno,ambiente,ambiente
entorno,naturaleza,naturaleza
entorno,paisaje,paisaje
entorno,familia,familia
entorno,amigos,amistad
entorno,comuna,terreno_delimitado
entorno,comunidad,comunidad
entorno,espacio,espacio
alcance,llegare,destino
alcance,altura,estatura
alcance,distancia,distancia
alcance,metas,objetivos
alcance,determinismo,confianza
alcance,limitaciones,limitaciones
alcance,realista,realismo
alcance,planes,planificar
alcance,estrategia,estrategia
alcance,anhelos,deseos
malicia,alcohol,bebida_alcoholica
malicia,drogas,drogas
malicia,ilegal,ilegal
malicia,adicción,adicciones
malicia,consumo,consumo
malicia,vil,malefico
malicia,maligno,malefico
malicia,dañino,lastimar
malicia,abuso,abuso
malicia,cruela vil,personaje_animado
costura,unión trozos,enhebrar
costura,aguja,aguja
costura,necesita hilo,material_textil
costura,puntadas,tejer
costura,punto debilidad tela,fragil
lágrima,líquido sale ojos,liquido
lágrima,trozo cristal lámpara,cristal
lágrima,secreción,secrecion
lágrima,gota,gota_de_agua
lágrima,humedad,humedo
lágrima,permiten limpieza ojo,higiene
lágrima,salen lagrimal,lagrimal
palanca,palo fuerza,dispositivo_mecanico
palanca,permite levantar objetos pesados,levantador
palanca,fabricadod madera metal,material_construccion
palanca,doméstico industrial,industria
palanca,doméstico industrial,domestico
palanca,asociado torque,dispositivo_mecanico
vinagre,amargo,sabor
vinagre,derivado vino,bebida_alcoholica
vinagre,usado condimentar ensaladas,condimento
vinagre,producto descomposición,descomposicion
vinagre,olor desagradable,desagrado
vinagre,carácter,frustacion
vinagre,dedica amargar entorrno,desagrado
vinagre,líquido agrio,liquido
vinagre,aceto,condimento
vinagre,escabeche,comida
mejilla,cara,rostro
mejilla,blanda cara,partes_del_rostro
mejilla,zona lateral cara,partes_del_rostro
mejilla,cachetes,partes_del_rostro
cigüeña,ave flaca,aves
cigüeña,traía hijos,cuento_infantil
cigüeña,color blanco,color_claro
cigüeña,plumas,plumaje
cigüeña,forma estilizada,delgado
cigüeña,estero,simbolos
cigüeña,mito infantil,cuento_infantil
cigüeña,pone huevos,oviparos
cigüeña,ave estacional,aves
cigüeña,ave carnívora,aves
vampiro,muerto viviente,personaje_ficticio
vampiro,alimenta sangre,hematodixia
vampiro,inmortal,inmortal
vampiro,legendario,mitologia
vampiro,viste negro,vestimenta
vampiro,muere estaca,mitologia
vampiro,soporta sol,mitologia
panteón,cementerio,cementerio
panteón,conjunto dioses antiguos,mitologia
panteón,lugar,localidad
panteón,templo,iglesia
panteón,relacionado muerte,muerte
granito,arena,mineral
granito,piedra,materia_prima
granito,material cubiertas,material_construccion
granito,esculturas,escultura
granito,erupción cutánea,erupcion_cutanea
granito,pequeñas partículas sólidas,solido
granito,roca,materia_prima
padrino,película,pelicula
padrino,encargado velar fe ahijado,cuidadores
padrino,católico,religion
padrino,presente bautismo confirmación,ritual
padrino,protector,proteccion
premisa,afirmación,afirmacion
premisa,creencia,creencia
premisa,supuestos,suposicion
premisa,marco teórico,metodologia
premisa,hipótesis,metodologia
timidez,inseguridad,inseguridad
timidez,miedo,miedo
timidez,temor social,antisocial
timidez,temperamento asocial,introversion
modales,comportamiento,comportamiento
modales,manifestaciones,manifestacion
modales,características,caracteristica
modales,forma tratar,comportamiento
modales,educación social,educacion
indicio,pista,pista
indicio,rastro,huellas
indicio,evidencia,evidenciar
indicio,huella,huellas
indicio,queda sucede,pista
indicio,vestigio,huellas
indicio,indicación,senales
influjo,,poder
influjo,autoridad,autoridad
influjo,manifestación,manifestacion
influjo,causa,proposito
influjo,intromisión,interrumpir
dulzura,sabor azúcar,sabor
dulzura,actitud amable cariñosa,amabilidad
dulzura,actitud amable cariñosa,afectividad
dulzura,nivel sensación dulzor,sabor
dulzura,contrario amargor,dulce
dulzura,enternecimiento,ternura
dulzura,empalagoso,empalagoso
dulzura,azucarado,azucar
dulzura,dañino pancreas,enfermedad
dulzura,prohibido diabéticos,dieta
dulzura,stevia dulzura,dulce
réplica,respuesta,respuestas
réplica,movimiento post terremoto,sismo
réplica,acción contestar,accion_fisica
réplica,copia,imitacion
réplica,alegato,demandar
espanto,terror,miedo
espanto,fantasman,fantasma
espanto,miedo,miedo
espanto,palidez,palidez
espanto,asusto,miedo
espanto,fantasma,fantasma
espanto,emoción,emociones
vanidad,superficialidad,superficial
vanidad,orgullo,orgullo
vanidad,engreimiento,arrogancia
vanidad,presunción,arrogancia
vanidad,sobrevaloración,egocentrico
vanidad,arrogancia,arrogancia
socorro,auxilio,auxilio
socorro,ayuda,ayudar
socorro,apoyo momento urgencia,ayudar
socorro,respaldo,sustento
suspiro,aire,aire
suspiro,viento,aire
suspiro,respiración,respirar
suspiro,alivio,alivio
suspiro,exasperación,furia
suspiro,impaciencia,impaciencia
suspiro,enfado,frustacion
suspiro,decepción,decepcion
suspiro,cansancio,cansancio
suspiro,profundo,profundidad
hoguera,fuego,fuego
hoguera,calor,caliente
hoguera,quema,quemaduras
hoguera,quemaban brujas,mitologia
hoguera,cantar,fiesta
hoguera,destrucción,destruccion
hoguera,furia,furia
hoguera,punto encuentro convivencia,reunion
hoguera,connotación positiva negativa,positivo
hoguera,connotación positiva negativa,negativo
hoguera,,tamanos
parcela,,inmensidad
parcela,casa,hogar
parcela,patio,jardineria
parcela,espacio,espacio
parcela,trozo tierra,terreno_delimitado
parcela,extenso,amplitud
parcela,división,limitaciones
parcela,comprar,consumo
parcela,caro,costoso
espiral,eterno,duradero
espiral,mareo,malestar
espiral,línea envuelve,linea
espiral,resorte,resorte
espiral,círculos,circunferencia
espiral,fideos forma,comida
espiral,rulos,cabello
espiral,formar cilindro ajustado,figura_geometrica
espiral,túnel,tunel
espiral,montaña rusa,parque_tematico
anciana,arrugas,arrugas
anciana,asilo,asilo
anciana,camina lento,lentitud
anciana,cuesta escuchar,envejecimiento
anciana,historias contar,experiencia
anciana,experiencia sabiduría,experiencia
anciana,experiencia sabiduría,conocimiento
anciana,necesita ayuda,requiere_asistencia
anciana,muerte,muerte
anciana,exasperación,furia
anciana,abuela,abuelos
balanza,,dicotomico
balanza,equilibrio,equilibrado
balanza,peso,medicion
balanza,verdulería,negocio
balanza,antigua,antiguedad
balanza,útil,utilidad
balanza,precisa,precision
balanza,metal,elemento_quimico
balanza,números,numero
balanza,decisiones,elegir
galaxia,infinita,infinito
galaxia,estrellas,estrella
galaxia,planetas,astros
galaxia,oscura,oscuridad
galaxia,oxígeno,asfixiante
galaxia,hermosa misteriosa,belleza
galaxia,hermosa misteriosa,suspenso
galaxia,desconocida,desconocido
galaxia,,infinito
galaxia,astronomía,disciplina_cientifica
galaxia,telescopio,instrumento_de_medicion
semilla,germinar,germinacion
semilla,crecer,crecimiento
semilla,planta,naturaleza
semilla,concepción,engendrar
semilla,cuidado,precaucion
semilla,riego nutrientes,regadio
semilla,riego nutrientes,nutritivo
semilla,crece descuida,cuidadores
semilla,fortalecer,fuerza
semilla,nacimiento,engendrar
semilla,origen,origen
viajero,mundo,astros
viajero,trotamundos,trotamundo
viajero,avión,medio_de_transporte
viajero,barco,medio_de_transporte
viajero,mar,oceano
viajero,recorrer,recreacion
viajero,culturas,cultural
viajero,nómade,nomade
viajero,aventurero,aventura
viajero,explorador,explorar
cosecha,frutas verduras,frutas
cosecha,frutas verduras,verduras
cosecha,cosecha siembra,cultivo
cosecha,sentido figurado,abstraccion
cosecha,campo,paisaje
cosecha,árboles,arbol
cosecha,resultado,resultado
cosecha,paciencia,paciencia
cosecha,toma tiempo llegar,paciencia
cosecha,satisfactorio,satisfecho
cosecha,premio,fortuna
madurez,adultez,adultos
validez,real,realismo
validez,respaldos,sustento
validez,veraz,veridico
validez,tangible,empirico
vínculo,conexión,conectar
vínculo,íntimo,intimidad
vínculo,innegable,inevitable
vínculo,inexplicable,inexplicable
vínculo,inesperado,inesperado
vínculo,importante,relevancia
levante,altura,estatura
levante,verticalidad,verticalidad
tributo,ofrenda,obsequio
tributo,merecido,digno
tributo,dios,deidad
tributo,admiración,admiracion
tributo,regalo,obsequio
tributo,obsequio,obsequio
montaje,falso,falsedad
montaje,teatro,teatral
montaje,puesta escena,escenario
montaje,actuación,actores
montaje,mentira,mentir
montaje,engaño,enganar
montaje,elaborado,elaborar
montaje,diseño,diseno
montaje,trabajo,oficio
montaje,producción,produccion
trámite,documento,documento
trámite,complicado,dificil
trámite,demoroso,accion_prolongada
trámite,necesario,necesario
trámite,legal,legal
lástima,pena,angustia
lástima,compasión,compasion
lástima,siente personas,empatia
lástima,sentimiento,sentimientos
lástima,llanto,angustia
lástima,decepción,decepcion
lástima,remedio,lamentarse
lástima,siente frente hechos malos,compasion
lástima,usarse sentido irónico,ironia
lástima,opresión pecho,reaccion_corporal
milagro,dios,deidad
milagro,religión,religion
milagro,magia,magia
milagro,dolencia,afliccion
milagro,solución,resuelve_problemas
milagro,petición,peticion
milagro,positivo,positivo
milagro,sarcasmo,ironia
milagro,inesperado,inesperado
milagro,felicidad,felicidad
reflejo,narciso,narcisista
reflejo,agua,liquido
reflejo,espejo,cristal
reflejo,,subjetivo
reflejo,espejismo,ilusion
reflejo,,realismo
reflejo,autoconocimiento,introspeccion
reflejo,transparente,transparente
reflejo,luz,luz
reflejo,brillo,iluminacion
felinos,peludos,velludo
felinos,curiosos,curiosidad
felinos,carnivoros,carnivoro
felinos,cazadores,cazadores
felinos,variados,diversidad
felinos,ronroneo,ronroneo
letrero,cartel,cartel
letrero,aviso,anuncio
letrero,informacion,informacion
letrero,advertencia,advertencia
albañil,habil,destreza
albañil,fuerte,fuerza
albañil,creativo,creatividad
albañil,trabajador,laborioso
albañil,esforzado,esfuerzo
albañil,artista,artista
madrina,acompañante,acompanar
madrina,apoyadora,ayudar
madrina,preocupada,preocupacion
péndulo,ven,dicotomico
péndulo,ciclico,ciclo
péndulo,fisica,disciplina_cientifica
péndulo,movimiento,movimiento
péndulo,tiempo,tiempo
biólogo,observador,observar
biólogo,investigador,investigador
biólogo,inteligente,inteligencia
biólogo,libre,libertad
biólogo,meticuloso,obsesividad
biólogo,curioso,curiosidad
aristas,puntuales,especifico
aristas,definidas,figura
hormona,biologia,disciplina_cientifica
hormona,cuerpo humano,cuerpo_humano
hormona,natural,naturaleza
hormona,desarrollo,crecimiento
neblina,visibilidad,visibilidad_reducida
neblina,oscura,oscuridad
neblina,tenebrosa,horrorifico
neblina,humeda,humedo
resorte,ley hooke,formula_matematica
resorte,fisica,disciplina_cientifica
resorte,movimiento armonico,movimiento
resorte,tecnologia,tecnologia
resorte,suspenciones,suspencion
resorte,reposicion,reposicion
pericia,abilidad,destreza
pericia,rapidez,inmediatez
pericia,maestria,maestria
pericia,destreza,destreza
lucidez,sobriedad,sobriedad
lucidez,salud,bienestar
lucidez,despierto,despertar
facetas,temporal,temporal
facetas,personal,subjetivo
facetas,periodo,periodo
facetas,cambios,cambiante
reclamo,alegar,demandar
reclamo,enojo,frustacion
reclamo,buscar arreglar,reparar
reclamo,solucion,resuelve_problemas
evasión,incorrecto,incorrecto
evasión,destruccion,destruccion
evasión,ilegal,ilegal
evasión,malo,incorrecto
inercia,fisica,disciplina_cientifica
inercia,movimiento,movimiento
inercia,energia,energia
inercia,rotacion,rotacion
torpeza,desconcentrado,distraccion
torpeza,normal,normalidad
torpeza,chistoso,gracioso
torpeza,agil,lentitud
torpeza,nulo,nulo
torpeza,trabado,encarcelado
intriga,curiosidad,curiosidad
intriga,misterio,suspenso
intriga,invetigar,investigador
solidez,rigido,estatico
solidez,dureza,dureza
solidez,desformacion,uniforme
solidez,resiliencia,resiliencia
aptitud,personal,subjetivo
aptitud,abilidad unica,exclusivo
aptitud,destreza,destreza
suspiro,ilusion,ilusion
suspiro,decepcion,decepcion
suspiro,cansado,cansancio
suspiro,,limitaciones
suspiro,ahogarse,asfixiante
suspiro,querer escapar,escapar
suspiro,necesidad espacio,espacio
suspiro,respirar,respirar
suspiro,enamoramiento,enamoramiento
suspiro,deseo,deseos
hoguera,fuego,fuego
hoguera,campo,paisaje
hoguera,chimenea,mobiliario
hoguera,aire libre,exterior
hoguera,pinos,arbol
hoguera,sentarse amigos,reunion
hoguera,marshmallows,dulce
hoguera,calor,caliente
hoguera,zapatos derretidos,riesgoso
hoguera,alegria,felicidad
parcela,idoneo,eficiente
parcela,infancia,infancia
parcela,perros,animal_domestico
parcela,familia,familia
parcela,aire libre,exterior
parcela,verde,color_claro
parcela,naturaleza,naturaleza
parcela,tranquilidad,tranquilidad
parcela,pajaros,aves
parcela,paz,tranquilidad
espiral,tallarines,comida
espiral,laberinto,laberinto
espiral,curvas,linea
espiral,confusión,confusion
espiral,eterno,duradero
espiral,ilusión optica,ilusion
espiral,comer,alimentarse
espiral,salsas,condimento
espiral,cocina,cocinar
espiral,amarillo,color_claro
anciana,muerte,muerte
anciana,arrugas,arrugas
anciana,soledad,soledad
anciana,aprendizaje,aprender
anciana,lentitud,lentitud
anciana,paciencia,paciencia
anciana,entrega pase,compromiso
anciana,despreocupacion,despreocupacion
anciana,experiencias,finalizar
anciana,fatalidad,muerte
balanza,cocina,cocinar
balanza,comer,alimentarse
balanza,exactitud,precision
balanza,precisión,precision
balanza,preocupaciones físicas,ciencia
balanza,necesidad conocimiento concreto,precision
balanza,numeros,numero
balanza,cocinar,cocinar
balanza,chef,oficio
balanza,peso ideal,estereotipo
galaxia,universo,universo
galaxia,morado,color_oscuro
galaxia,colores,colores
galaxia,infinito,infinito
galaxia,desconocido,desconocido
galaxia,falta precisión,impreciso
galaxia,hipotesis,metodologia
galaxia,elementos,elemento_quimico
galaxia,desorden,desorden
galaxia,explosión,explosion
semilla,arbol,arbol
semilla,naturaleza,naturaleza
semilla,nacimiento,engendrar
semilla,cosecha,cultivo
semilla,verde,color_claro
semilla,cafe,color_oscuro
semilla,tierra,terrestre
semilla,plantar,cultivo
semilla,abuelo,abuelos
semilla,paciencia,paciencia
viajero,avion,medio_de_transporte
viajero,conocimiento,conocimiento
viajero,experiencias,experiencia
viajero,aventuras,aventura
viajero,lugares,localidad
viajero,maleta,contenedor
viajero,aeropuertos,aeropuerto
viajero,felicidad,felicidad
viajero,vacaciones,vacaciones
viajero,libertad,libertad
cosecha,comida,comida
cosecha,naturaleza,naturaleza
madurez,adulto,adultos
madurez,sobrevalorado,sobrevalorado
madurez,necesario,necesario
madurez,imposible alcanzar,inalcanzable
madurez,objetivo,objetivos
madurez,utopico,utopia
madurez,irrealista,ficcion
madurez,aburrido,aburrido
madurez,cerrado mente,ficcion
madurez,estricto,exigencias
validez,comprobado,empirico
validez,ciencia,ciencia
validez,experimentos,experimentos
validez,,veridico
validez,certeza,veridico
validez,conocimiento,conocimiento
validez,multitud,sobrepoblado
validez,publico,publico
validez,preciso,precision
validez,,veridico
vínculo,familia,familia
vínculo,asociacion,asociacion
vínculo,union,unificar
vínculo,amor,amor
vínculo,alguien importe,preocupacion
vínculo,cercania,aproximarse
vínculo,cadena,enlace
vínculo,inseparable,inseparable
vínculo,conexión,conectar
vínculo,pareja,noviazgo
levante,cama,mobiliario
levante,subir,trepador
levante,agarrar,accion_fisica
levante,tomar subirlo,accion_fisica
levante,despertar,despertar
levante,mañana,ciclo_del_dia
levante,inicio,comenzar
levante,,madrugar
levante,sueño,dormir
levante,flojera,holgazanear
tributo,journey,viaje
tributo,honor,honorable
tributo,fama,fama
tributo,fans,fanaticada
tributo,inspiracion,inspiracion
tributo,idolos,idolos
tributo,recrear,elaborar
tributo,intentar,intencion
tributo,imposible alcanzar,inalcanzable
tributo,musica,musica
montaje,carabineros,policia
montaje,protestas,protesta
montaje,desconocido,desconocido
montaje,misterio,suspenso
montaje,mentiras,mentir
montaje,extremismo,radicalizacion
montaje,pelea sucia,pelea
montaje,quedar,desagrado
montaje,fingir,mentir
montaje,rumores,calumnia
trámite,fome,aburrido
trámite,latero,aburrido
trámite,notaria,juridico
trámite,adultez,adultos
trámite,,estados
trámite,innecesario,innecesario
trámite,lento,lentitud
trámite,ineficaz,ineficiencia
trámite,,accion_prolongada
trámite,perder tiempo,ineficiencia
lástima,pena,angustia
lástima,verguenza,verguenza
lástima,sentirse incapaz ayudar,incapacidad
lástima,alguien situacion penosa,compasion
lástima,negativo,negativo
lástima,desagradable,desagrado
lástima,situación prefiero evitar,evadir
lástima,llorar,angustia
lástima,desesperación,desesperacion
lástima,sentirme inutil,inutilidad
milagro,iglesia,iglesia
milagro,religión,religion
milagro,agua,liquido
milagro,imposible,imposible
milagro,utopico,utopia
milagro,mito,mitologia
milagro,boca boca,comunicacion
milagro,inexplicable,inexplicable
milagro,sueño,dormir
milagro,misterioso,suspenso
reflejo,doble,doble
reflejo,sentimiento,inexpresivo
reflejo,visión,visibilidad
reflejo,,igualdad
reflejo,espejo,cristal
reflejo,verse,subjetivo
reflejo,busqueda,descubrimiento
reflejo,alma,inmaterial
reflejo,cuerpo,cuerpo_humano
reflejo,imagen,identidad
costura,tejido,tejer
costura,chaleco,vestimenta
costura,ropa,vestimenta
costura,cojines,cojin
costura,alta costura,alta_costura
costura,moda,tendencia
costura,pretencioso,superficial
costura,costoso,costoso
costura,manual,manualidad
costura,artesanal,artesanal
barriga,panza,cuerpo_humano
barriga,chela,bebida_alcoholica
barriga,mala alimentacion,malnutricion
barriga,hombre,masculino
barriga,grasa,grasas
barriga,comida rapida,comida_chatarra
barriga,alcohol,bebida_alcoholica
lágrima,llorar,angustia
lágrima,tristeza,angustia
lágrima,sal,salado
lágrima,pena,angustia
lágrima,gota,gota_de_agua
lágrima,agua,liquido
lágrima,dolor,sufrimiento
lágrima,felicidad,felicidad
lágrima,risa,felicidad
lágrima,cosquillas,cosquillas
palanca,fisica,disciplina_cientifica
palanca,torque,dispositivo_mecanico
palanca,angulo,figura_geometrica
palanca,barra,barra
palanca,ganzua,herramientas
palanca,vehiculo,medio_de_transporte
palanca,gato,dispositivo_mecanico
palanca,seguro,seguridad
vinagre,ensalda,verduras
vinagre,cocinar,cocinar
vinagre,fermentacion,fermentacion
vinagre,vino,bebida_alcoholica
vinagre,manzana,frutas
vinagre,uva,frutas
vinagre,pestilente,pesticidas
vinagre,acidez,sabor
vinagre,azucar,azucar
vinagre,liquido,liquido
mejilla,cachete,partes_del_rostro
mejilla,cara,rostro
mejilla,dientes,dentadura
mejilla,abuelas,abuelos
mejilla,ardillas,animal_salvaje
mejilla,piel,organo_cuerpo_humano
mejilla,apretables,accion_fisica
mejilla,tierno,ternura
caverna,platon,filosofo
caverna,luz,luz
caverna,noticias,noticioso
caverna,realidad,realismo
caverna,oscuridad,oscuridad
caverna,murcielagos,animal_salvaje
caverna,secretos,secretos
caverna,tesoros,tesoros
caverna,humedad,humedo
barbero,antiguo,antiguedad
barbero,dentista,oficio
barbero,navajas,herramientas
barbero,espuma,liquido
barbero,peluquero,oficio
barbero,silla,mobiliario
barbero,moda,tendencia
cigüeña,niños,infancia
