Concepto,Respuesta,Codigo
cadáver,cuerpo sin vida,difunto
cadáver,cuerpo en descomposición,descomposicion
cadáver,él enterrar en uno cementerio,cementerio
cadáver,cuerpo frío,rigor_mortis
cadáver,él quemar y volver ceniza,cremacion
cadáver,resto de uno persona que vivir,difunto
cadáver,con el paso del tiempo oler mal,descomposicion
cadáver,con el paso del tiempo él volver amarillento,descomposicion
cadáver,soler dar miedo,miedo
arreglo,implicar reparar algo roto,reparar
arreglo,implicar remodelar algo en mal estado,remodelar
arreglo,implicar ordenar,ordenado
arreglo,haber gente que él dedicar a arreglar cosa,reparar
arreglo,implicar ajustar algo en mal estado,reparar
arreglo,implicar colocar algo de forma correcto,ordenado
emoción,ser personal,subjetivo
emoción,poder ser positivo,positivo
emoción,poder ser negativo,negativo
emoción,ser uno sentimiento,sentimientos
emoción,sensación que poder ser intenso,sensaciones
emoción,ser uno reacción a uno estímulo,reaccion
emoción,expresión,expresion
emoción,estabilidad,estabilidad
emoción,poder generar uno cambio físico,cambio_fisiologico
emoción,existir distinto tipo,diversidad
detalle,parte que contribuir a completar uno cosa,fragmentado
detalle,a veces hacer el diferencia,diferenciador
detalle,haber gente considerado mucho detallista,personalidad
detalle,minuciosidad,meticuloso
detalle,intención,intencion
detalle,importante,relevancia
detalle,pequeño,pequeno
detalle,a veces ser desapercibir,desapercibido
detalle,elemento,elemento
detalle,fracción,fragmentado
entidad,uno ser,ente
entidad,algo que existir,existencia
entidad,asociación de persona que él dedicar a hacer algo,empresa
entidad,uno alma,inmaterial
entidad,tener valor,relevancia
llanura,plano,plano
llanura,valle,paisaje
llanura,desierto,paisaje
llanura,seco,sequia
llanura,deforestacion,deforestacion
llanura,gritar,agujero
llanura,piedra,materia_prima
llanura,tierra,terrestre
llanura,sequedad,sequia
llanura,inerte,estatico
estatua,rocar,materia_prima
estatua,marmol,materia_prima
estatua,escultura,escultura
estatua,arte,arte
estatua,replicar,imitacion
estatua,representación,representativo
estatua,museo,museo
estatua,miguel angel,artista
estatua,romanticismo,periodo_historico
monarca,reina isabel,personaje_historico
monarca,reinado,monarquia
monarca,príncipe y princesa,principes
monarca,europa,europa
monarca,historia,historia
monarca,descendiente,descendencia
monarca,autoritarismo,autoridad
monarca,real,realeza
monarca,regio,extraordinario
monarca,oro,tesoros
cadáver,muerte,muerte
cadáver,abuso,abuso
cadáver,asesino,crimen
cadáver,entierro,inhumacion
cadáver,funebre,difunto
cadáver,halloweir,festividad
cadáver,hueso,huesos
cadáver,degradación,descomposicion
cadáver,terror,miedo
cadáver,calavera,calavera
poblado,organización,asociacion
poblado,jerarquia,jerarquia
poblado,pueblo,comunidad
poblado,sociedad,comunidad
poblado,comunión,reunion
poblado,infraestructura,edificacion
poblado,persona,personas
poblado,familia,familia
poblado,identidad,identidad
poblado,calle,ruta
capilla,iglesia,iglesia
capilla,abuso,abuso
capilla,pedofilia,parafilia
capilla,cura,sacerdote
capilla,papas,sacerdote
capilla,catolicismo,religion
capilla,herejia,herejia
capilla,el chuña,personaje_televisivo
capilla,crucificación,ritual
bandera,patria,nacion
bandera,patriotismo,patriotismo
bandera,cultura,cultural
bandera,identificación,identidad
bandera,amor a el suyo,patriotismo
bandera,terrenal,terreno_delimitado
bandera,fiesta patrio,festividad
bandera,color,colores
bandera,rectangular,figura_geometrica
bandera,asta,asta
planeta,tierra,terrestre
planeta,venus,astros
planeta,marte,astros
planeta,mercurio,astros
planeta,saturno,astros
planeta,jupiter,astros
planeta,oxigeno,elemento_quimico
planeta,pluton,astros
planeta,galaxia,galaxias
planeta,planta,naturaleza
capitán,barco,embarcacion
capitán,equipo,equipo
capitán,deporte,deporte
capitán,fútbol,deporte
capitán,responsabilidad,responsabilidad
capitán,ejemplar,ejemplo_a_seguir
capitán,quien dar orden,autoridad
capitán,toma de descisión,responsabilidad
capitán,sabidurio,conocimiento
capitán,confianza,confianza
palacio,castillir,castillo
palacio,edificio,arquitectura
palacio,amplio,amplitud
palacio,alcazar,accesible
palacio,piedra,materia_prima
palacio,marmol,materia_prima
palacio,megar construcción,arquitectura
palacio,poder,poder
palacio,prudencia,prudente
palacio,frio,gelido
detalle,algo bonito,belleza
detalle,llamar el atención,notorio
detalle,pequeño,pequeno
detalle,simple,simplicidad
detalle,flor,conjunto_floral
detalle,rigurosidad,rigurosidad
detalle,preocupación,preocupacion
detalle,característico,caracteristica
detalle,específico,especifico
sanidad,corona virus,virus_infeccioso
sanidad,limpio,higiene
sanidad,cuidado,precaucion
sanidad,salúd,bienestar
sanidad,hospital,hospital
sanidad,esteril,higiene
sanidad,alcohol,elemento_quimico
sanidad,clorir,elemento_quimico
sanidad,salud mental,salud_mental
sanidad,ejercicio,ejercicio
mandato,obligación,deberes
mandato,resposabilidad,responsabilidad
mandato,esfuerzo,esfuerzo
mandato,ley,leyes
mandato,orden,imposicion
mandato,autoridad,autoridad
mandato,jurisdicción,juridico
mandato,orden,imposicion
mandato,imperativo,imposicion
mandato,instrucción,instrucciones
entidad,alguien,ente
entidad,aliens,alienigenas
entidad,uno ente,ente
entidad,grupo,grupo
entidad,colectivo,comunidad
entidad,sociedad,comunidad
entidad,agrupación,grupo
entidad,junto,grupo
entidad,corporación,empresa
entidad,sindicato,empresa
reserva,hotel,hotel
reserva,représ,represa
reserva,motel,hotel
reserva,anticipación,predecible
reserva,guardar,almacenar
reserva,cupo,admision
reserva,austeridad,austeridad
reserva,arrendar,arriendo
reserva,reservar,planificar
reserva,apichangar él,refran_popular
fortuna,casino,casino
fortuna,dinero,dinero
fortuna,suerte,suerte
fortuna,farkas,personaje_televisivo
fortuna,ludopato,adicciones
fortuna,apostar,apuestas
fortuna,ganancia,beneficios
fortuna,sueldo,remuneracion
fortuna,billete,dinero
fortuna,trabajar,oficio
regreso,regreso del jedi,pelicula
regreso,volver,retorno
regreso,de nuevo,reiterado
regreso,viaje en el tiempo,viaje
regreso,repetir,reiterado
regreso,retorno,retorno
regreso,retroceder,retroceso
regreso,giro,girar
regreso,error,equivocacion
regreso,vida pasado,pseudociencia
entorno,él que yo rodear,ambiente
entorno,contexto,contextual
entorno,ambiente,ambiente
entorno,naturaleza,naturaleza
entorno,paisaje,paisaje
entorno,familia,familia
entorno,amigo,amistad
entorno,comuna,terreno_delimitado
entorno,comunidad,comunidad
entorno,espacio,espacio
alcance,hasta donde llegarir,destino
alcance,altura,estatura
alcance,distancia,distancia
alcance,meta,objetivos
alcance,determinismo,confianza
alcance,limitación,limitaciones
alcance,ser realista,realismo
alcance,plan,planificar
alcance,estrategia,estrategia
alcance,anhelo,deseos
malicia,alcohol,bebida_alcoholica
malicia,droga,drogas
malicia,ilegal,ilegal
malicia,adicción,adicciones
malicia,consumo,consumo
malicia,vil,malefico
malicia,maligno,malefico
malicia,dañino,lastimar
malicia,abuso,abuso
malicia,cruela de vil,personaje_animado
costura,unión de dos trozo de algo,enhebrar
costura,él usar aguja,aguja
costura,necesitar hilo,material_textil
costura,haber puntada,tejer
costura,punto de mayor debilidad en uno tela,fragil
lágrima,líquido que salir de el ojo,liquido
lágrima,trozo de cristal de uno lámpara,cristal
lágrima,secreción,secrecion
lágrima,gota,gota_de_agua
lágrima,humedad,humedo
lágrima,permitir el limpieza del ojo,higiene
lágrima,salir del lagrimal,lagrimal
palanca,palo para hacer fuerza,dispositivo_mecanico
palanca,permitir levantar objeto pesado,levantador
palanca,fabricadod e madera o metal,material_construccion
palanca,uso doméstico o industrial,industria
palanca,uso doméstico o industrial,domestico
palanca,asociado al torque,dispositivo_mecanico
vinagre,amargo,sabor
vinagre,derivado del vino,bebida_alcoholica
vinagre,usado para condimentar ensalada,condimento
vinagre,producto de el descomposición de algo,descomposicion
vinagre,olor desagradable,desagrado
vinagre,mal carácter,frustacion
vinagre,el que él dedicar a amargar a su entorrno,desagrado
vinagre,líquido agrio,liquido
vinagre,aceto,condimento
vinagre,escabeche,comida
mejilla,cara,rostro
mejilla,parte blando de cara,partes_del_rostro
mejilla,zona lateral de el cara,partes_del_rostro
mejilla,cachet,partes_del_rostro
cigüeña,ave flaco,aves
cigüeña,traer a el hijo,cuento_infantil
cigüeña,color blanco,color_claro
cigüeña,tener pluma,plumaje
cigüeña,forma estilizado,delgado
cigüeña,haber en el estero,simbolos
cigüeña,mito infantil,cuento_infantil
cigüeña,poner huevo,oviparos
cigüeña,ave estacional,aves
cigüeña,ave carnívoro,aves
vampiro,muerto viviente,personaje_ficticio
vampiro,él alimentar de sangre,hematodixia
vampiro,inmortal,inmortal
vampiro,ser legendario,mitologia
vampiro,ver de negro,vestimenta
vampiro,morir por estaco,mitologia
vampiro,no soportar el sol,mitologia
panteón,cementerio,cementerio
panteón,conjunto de dios antiguo,mitologia
panteón,lugar,localidad
panteón,templo,iglesia
panteón,relacionado con el muerte,muerte
granito,arena,mineral
granito,piedra,materia_prima
granito,material para hacer cubierta,material_construccion
granito,escultura,escultura
granito,erupción cutáneo,erupcion_cutanea
granito,pequeño partícula sólido,solido
granito,rocar,materia_prima
padrino,película,pelicula
padrino,encargado de velar por el fe del ahijado,cuidadores
padrino,católico,religion
padrino,presente en bautismo y confirmación,ritual
padrino,protector,proteccion
premisa,afirmación,afirmacion
premisa,creencia,creencia
premisa,supuesto,suposicion
premisa,marco teórico,metodologia
premisa,hipótesis,metodologia
timidez,inseguridad,inseguridad
timidez,miedo,miedo
timidez,temor social,antisocial
timidez,temperamento asocial,introversion
modales,comportamiento,comportamiento
modales,manifestación,manifestacion
modales,característica,caracteristica
modales,forma de tratar a otro,comportamiento
modales,educación social,educacion
indicio,pista,pista
indicio,rastro,huellas
indicio,evidenciar,evidenciar
indicio,huella,huellas
indicio,él que quedar después que algo suceder,pista
indicio,vestigio,huellas
indicio,indicación,senales
influjo,poder,poder
influjo,autoridad,autoridad
influjo,manifestación,manifestacion
influjo,causa,proposito
influjo,intromisión,interrumpir
dulzura,sabor del azúcar,sabor
dulzura,actitud amable y cariñoso,amabilidad
dulzura,actitud amable y cariñoso,afectividad
dulzura,nivel de sensación de dulzor,sabor
dulzura,contrario a amargor,dulce
dulzura,enternecimiento,ternura
dulzura,empalagoso,empalagoso
dulzura,azucarado,azucar
dulzura,dañino para el pancrea,enfermedad
dulzura,prohibido para diabético,dieta
dulzura,el stevia dar dulzura,dulce
réplica,respuesta,respuestas
réplica,movimiento post terremoto,sismo
réplica,acción de contestar,accion_fisica
réplica,copia,imitacion
réplica,alegato,demandar
espanto,terror,miedo
espanto,fantasmar,fantasma
espanto,miedo,miedo
espanto,palidez,palidez
espanto,asusto,miedo
espanto,ver uno fantasma,fantasma
espanto,emoción,emociones
vanidad,superficialidad,superficial
vanidad,orgullo,orgullo
vanidad,engreimiento,arrogancia
vanidad,presunción,arrogancia
vanidad,sobrevaloración propio,egocentrico
vanidad,arrogancia,arrogancia
socorro,auxilio,auxilio
socorro,ayuda,ayudar
socorro,apoyo en momento de urgencia,ayudar
socorro,respaldo,sustento
suspiro,aire,aire
suspiro,viento,aire
suspiro,respiración,respirar
suspiro,alivio,alivio
suspiro,exasperación,furia
suspiro,impaciencia,impaciencia
suspiro,enfado,frustacion
suspiro,decepción,decepcion
suspiro,cansancio,cansancio
suspiro,profundo,profundidad
hoguera,fuego,fuego
hoguera,calor,caliente
hoguera,quema,quemaduras
hoguera,en él él quemar a el bruja,mitologia
hoguera,cantar alrededor de uno,fiesta
hoguera,destrucción,destruccion
hoguera,furio,furia
hoguera,punto de encuentro y convivencia,reunion
hoguera,poder tener connotación positivo o negativo,positivo
hoguera,poder tener connotación positivo o negativo,negativo
hoguera,grande,tamanos
parcela,grande,inmensidad
parcela,casa,hogar
parcela,patio,jardineria
parcela,espacio,espacio
parcela,trozo de tierra,terreno_delimitado
parcela,extenso,amplitud
parcela,división,limitaciones
parcela,comprar,consumo
parcela,caro,costoso
espiral,eterno,duradero
espiral,mareo,malestar
espiral,uno línea que él envolver,linea
espiral,resorte,resorte
espiral,círculo,circunferencia
espiral,haber fideo con este forma,comida
espiral,ru él,cabello
espiral,poder formar uno cilindro si ser ajustar,figura_geometrica
espiral,túnel,tunel
espiral,montaña ruso,parque_tematico
anciana,arruga,arrugas
anciana,asilo,asilo
anciana,caminar lento,lentitud
anciana,él costar escuchar y ver,envejecimiento
anciana,tener mucho historia que contar,experiencia
anciana,experiencia y sabiduría,experiencia
anciana,experiencia y sabiduría,conocimiento
anciana,necesitar ayuda,requiere_asistencia
anciana,muerte,muerte
anciana,exasperación,furia
anciana,poder ser abuelar,abuelos
balanza,bien y mal,dicotomico
balanza,equilibrio,equilibrado
balanza,peso,medicion
balanza,verduleer,negocio
balanza,antiguo,antiguedad
balanza,útil,utilidad
balanza,precisar,precision
balanza,metal,elemento_quimico
balanza,número,numero
balanza,decisión,elegir
galaxia,infinito,infinito
galaxia,estrella,estrella
galaxia,planeta,astros
galaxia,oscuro,oscuridad
galaxia,sin oxígeno,asfixiante
galaxia,hermoso y misterioso,belleza
galaxia,hermoso y misterioso,suspenso
galaxia,desconocido,desconocido
galaxia,existir mucho,infinito
galaxia,astronomir,disciplina_cientifica
galaxia,telescopio,instrumento_de_medicion
semilla,germinar,germinacion
semilla,crecer,crecimiento
semilla,planta,naturaleza
semilla,concepción,engendrar
semilla,cuidado,precaucion
semilla,riego y nutrient,regadio
semilla,riego y nutrient,nutritivo
semilla,no crecer si él descuidar,cuidadores
semilla,fortalecer,fuerza
semilla,nacimiento,engendrar
semilla,origen,origen
viajero,mundo,astros
viajero,trotamundo,trotamundo
viajero,avión,medio_de_transporte
viajero,barco,medio_de_transporte
viajero,mar,oceano
viajero,recorrer,recreacion
viajero,cultura,cultural
viajero,nómade,nomade
viajero,aventurero,aventura
viajero,explorador,explorar
cosecha,fruta y verdura,frutas
cosecha,fruta y verdura,verduras
cosecha,él cosechar él que él siembra,cultivo
cosecha,él poder usar en sentido figurado,abstraccion
cosecha,campo,paisaje
cosecha,árbol,arbol
cosecha,resultado,resultado
cosecha,paciencia,paciencia
cosecha,tomar tiempo llegar a él,paciencia
cosecha,satisfactorio,satisfecho
cosecha,premio,fortuna
madurez,adultez,adultos
validez,real,realismo
validez,que tener respaldo,sustento
validez,veraz,veridico
validez,tangible,empirico
vínculo,conexión,conectar
vínculo,íntimo,intimidad
vínculo,innegable,inevitable
vínculo,inexplicable,inexplicable
vínculo,inesperado,inesperado
vínculo,importante,relevancia
levante,altura,estatura
levante,verticalidad,verticalidad
tributo,ofrendir,obsequio
tributo,merecido,digno
tributo,dio,deidad
tributo,admiración,admiracion
tributo,regalo,obsequio
tributo,obsequio,obsequio
montaje,falso,falsedad
montaje,teatro,teatral
montaje,puesto en escena,escenario
montaje,actuación,actores
montaje,mentira,mentir
montaje,engaño,enganar
montaje,elaborado,elaborar
montaje,diseño,diseno
montaje,trabajar,oficio
montaje,producción,produccion
trámite,documento,documento
trámite,complicado,dificil
trámite,demoroso,accion_prolongada
trámite,necesario,necesario
trámite,legal,legal
lástima,pena,angustia
lástima,compasión,compasion
lástima,algo que él sentir hacia otro persona,empatia
lástima,sentimiento,sentimientos
lástima,llanto,angustia
lástima,decepción,decepcion
lástima,él decir cuando algo no tener remedio,lamentarse
lástima,él sentir frente a hecho malo,compasion
lástima,poder usar él en sentido irónico,ironia
lástima,opresión en el pecho,reaccion_corporal
milagro,dio,deidad
milagro,religión,religion
milagro,magia,magia
milagro,dolencia,afliccion
milagro,solución,resuelve_problemas
milagro,petición,peticion
milagro,positivo,positivo
milagro,sarcasmo,ironia
milagro,inesperado,inesperado
milagro,felicidad,felicidad
reflejo,narciso,narcisista
reflejo,agua,liquido
reflejo,espejo,cristal
reflejo,uno mismo,subjetivo
reflejo,espejismo,ilusion
reflejo,tal y como ser,realismo
reflejo,autoconocimiento,introspeccion
reflejo,transparente,transparente
reflejo,luz,luz
reflejo,brillo,iluminacion
felinos,peludo,velludo
felinos,curioso,curiosidad
felinos,carnivoro,carnivoro
felinos,cazador,cazadores
felinos,variado,diversidad
felinos,ronroneo,ronroneo
letrero,cartel,cartel
letrero,aviso,anuncio
letrero,informacion,informacion
letrero,advertencia,advertencia
albañil,habil,destreza
albañil,fuerte,fuerza
albañil,creativo,creatividad
albañil,trabajador,laborioso
albañil,esforzado,esfuerzo
albañil,artista,artista
madrina,acompañante,acompanar
madrina,apoyadoro,ayudar
madrina,preocupado,preocupacion
péndulo,ir y ver,dicotomico
péndulo,ciclico,ciclo
péndulo,fisico,disciplina_cientifica
péndulo,movimiento,movimiento
péndulo,tiempo,tiempo
biólogo,observador,observar
biólogo,investigador,investigador
biólogo,inteligente,inteligencia
biólogo,libre,libertad
biólogo,meticuloso,obsesividad
biólogo,curioso,curiosidad
aristas,puntual,especifico
aristas,definido,figura
hormona,biologia,disciplina_cientifica
hormona,cuerpo humano,cuerpo_humano
hormona,natural,naturaleza
hormona,desarrollo,crecimiento
neblina,poco visibilidad,visibilidad_reducida
neblina,oscuro,oscuridad
neblina,tenebrós,horrorifico
neblina,humeda,humedo
resorte,ley de hooke,formula_matematica
resorte,fisico,disciplina_cientifica
resorte,movimiento armonico,movimiento
resorte,tecnologia,tecnologia
resorte,suspención,suspencion
resorte,reposicion,reposicion
pericia,abilidad,destreza
pericia,rapidez,inmediatez
pericia,maestrio,maestria
pericia,destreza,destreza
lucidez,sobriedad,sobriedad
lucidez,salud,bienestar
lucidez,despierto,despertar
facetas,temporal,temporal
facetas,personal,subjetivo
facetas,periodo,periodo
facetas,cambio,cambiante
reclamo,alegar,demandar
reclamo,enojo,frustacion
reclamo,buscar arreglar algo,reparar
reclamo,solucion,resuelve_problemas
evasión,incorrecto,incorrecto
evasión,destruccion,destruccion
evasión,ilegal,ilegal
evasión,malo,incorrecto
inercia,fisico,disciplina_cientifica
inercia,movimiento,movimiento
inercia,energia,energia
inercia,rotacion,rotacion
torpeza,desconcentrado,distraccion
torpeza,normal,normalidad
torpeza,chistoso,gracioso
torpeza,poco agil,lentitud
torpeza,nulo,nulo
torpeza,trabar,encarcelado
intriga,curiosidad,curiosidad
intriga,misterio,suspenso
intriga,invetigar,investigador
solidez,rigido,estatico
solidez,dureza,dureza
solidez,poco desformacion,uniforme
solidez,resiliencia,resiliencia
aptitud,personal,subjetivo
aptitud,abilidad unico,exclusivo
aptitud,destreza,destreza
suspiro,ilusion,ilusion
suspiro,decepcion,decepcion
suspiro,estar cansado,cansancio
suspiro,no poder mas,limitaciones
suspiro,ahogar él,asfixiante
suspiro,querer escapar,escapar
suspiro,necesidad de espacio,espacio
suspiro,respirar,respirar
suspiro,enamoramiento,enamoramiento
suspiro,desear,deseos
hoguera,fuego,fuego
hoguera,campo,paisaje
hoguera,chimeneo,mobiliario
hoguera,aire libre,exterior
hoguera,pino,arbol
hoguera,sentar él con amigo,reunion
hoguera,marshmallow,dulce
hoguera,mucho calor,caliente
hoguera,zapato derretido,riesgoso
hoguera,alegrio,felicidad
parcela,idoneo,eficiente
parcela,infancia,infancia
parcela,perro,animal_domestico
parcela,familia,familia
parcela,aire libre,exterior
parcela,verde,color_claro
parcela,naturaleza,naturaleza
parcela,tranquilidad,tranquilidad
parcela,pajaro,aves
parcela,paz,tranquilidad
espiral,tallarín,comida
espiral,laberinto,laberinto
espiral,curva,linea
espiral,confusión,confusion
espiral,eterno,duradero
espiral,ilusión optico,ilusion
espiral,comer,alimentarse
espiral,salsa,condimento
espiral,cocina,cocinar
espiral,amarillo,color_claro
anciana,muerte,muerte
anciana,arruga,arrugas
anciana,soledad,soledad
anciana,aprendizaje,aprender
anciana,lentitud,lentitud
anciana,paciencia,paciencia
anciana,entrega a él que pasar,compromiso
anciana,despreocupacion,despreocupacion
anciana,fin de el experiencia,finalizar
anciana,fatalidad,muerte
balanza,cocina,cocinar
balanza,comer,alimentarse
balanza,exactitud,precision
balanza,precisión,precision
balanza,preocupación físico,ciencia
balanza,necesidad de conocimiento concreto,precision
balanza,numero,numero
balanza,cocinar,cocinar
balanza,chef,oficio
balanza,peso ideal,estereotipo
galaxia,universo,universo
galaxia,morar,color_oscuro
galaxia,color,colores
galaxia,infinito,infinito
galaxia,él desconocido,desconocido
galaxia,falta de precisión,impreciso
galaxia,hipotesis,metodologia
galaxia,elemento,elemento_quimico
galaxia,desorden,desorden
galaxia,explosión,explosion
semilla,arbol,arbol
semilla,naturaleza,naturaleza
semilla,nacimiento,engendrar
semilla,cosechar,cultivo
semilla,verde,color_claro
semilla,cafe,color_oscuro
semilla,tierra,terrestre
semilla,plantar,cultivo
semilla,abuelo,abuelos
semilla,paciencia,paciencia
viajero,avion,medio_de_transporte
viajero,conocimiento,conocimiento
viajero,experiencia,experiencia
viajero,aventura,aventura
viajero,lugar,localidad
viajero,maleta,contenedor
viajero,aeropuerto,aeropuerto
viajero,felicidad,felicidad
viajero,vacación,vacaciones
viajero,libertad,libertad
cosecha,comida,comida
cosecha,naturaleza,naturaleza
madurez,adulto,adultos
madurez,sobrevalorado,sobrevalorado
madurez,necesario,necesario
madurez,algo imposible de alcanzar,inalcanzable
madurez,objetivo,objetivos
madurez,utopico,utopia
madurez,irrealisto,ficcion
madurez,aburrido,aburrido
madurez,cerrado de mente,ficcion
madurez,estricto,exigencias
validez,comprobado,empirico
validez,ciencia,ciencia
validez,experimento,experimentos
validez,cierto,veridico
validez,tener certeza,veridico
validez,conocimiento,conocimiento
validez,multitud,sobrepoblado
validez,publico,publico
validez,preciso,precision
validez,verdadero,veridico
vínculo,familia,familia
vínculo,asociacion,asociacion
vínculo,union,unificar
vínculo,amor,amor
vínculo,que alguien tú importir,preocupacion
vínculo,cercania,aproximarse
vínculo,cadén,enlace
vínculo,inseparable,inseparable
vínculo,conexión,conectar
vínculo,pareja,noviazgo
levante,cama,mobiliario
levante,subir,trepador
levante,agarrar,accion_fisica
levante,tomar algo y subir él,accion_fisica
levante,despertar,despertar
levante,mañana,ciclo_del_dia
levante,inicio,comenzar
levante,temprano,madrugar
levante,sueño,dormir
levante,flojera,holgazanear
tributo,journey,viaje
tributo,honor,honorable
tributo,fama,fama
tributo,fan,fanaticada
tributo,inspiracion,inspiracion
tributo,ido él,idolos
tributo,recrear,elaborar
tributo,intentar,intencion
tributo,imposible de alcanzar,inalcanzable
tributo,musico,musica
montaje,carabinero,policia
montaje,protesta,protesta
montaje,desconocido,desconocido
montaje,misterio,suspenso
montaje,mentira,mentir
montaje,extremismo,radicalizacion
montaje,pelea sucio,pelea
montaje,quedar mal con el demá,desagrado
montaje,fingir,mentir
montaje,rumor,calumnia
trámite,fome,aburrido
trámite,latero,aburrido
trámite,notario,juridico
trámite,adultez,adultos
trámite,estar,estados
trámite,innecesario,innecesario
trámite,lento,lentitud
trámite,ineficaz,ineficiencia
trámite,largo,accion_prolongada
trámite,perder el tiempo,ineficiencia
lástima,pena,angustia
lástima,verguenza,verguenza
lástima,sentir él incapaz de ayudar,incapacidad
lástima,ver a alguien en uno situacion penoso,compasion
lástima,negativo,negativo
lástima,desagradable,desagrado
lástima,situación que preferir evitar,evadir
lástima,llorar,angustia
lástima,desesperación,desesperacion
lástima,sentir yo inutil,inutilidad
milagro,iglesia,iglesia
milagro,religión,religion
milagro,agua,liquido
milagro,imposible,imposible
milagro,utopico,utopia
milagro,mito,mitologia
milagro,de boca en boca,comunicacion
milagro,inexplicable,inexplicable
milagro,sueño,dormir
milagro,misterioso,suspenso
reflejo,doble,doble
reflejo,sin sentimiento,inexpresivo
reflejo,visión,visibilidad
reflejo,igual,igualdad
reflejo,espejo,cristal
reflejo,ver él a si mismo,subjetivo
reflejo,busquedar,descubrimiento
reflejo,alma,inmaterial
reflejo,cuerpo,cuerpo_humano
reflejo,imagen,identidad
costura,tejido,tejer
costura,chaleco,vestimenta
costura,ropa,vestimenta
costura,cojín,cojin
costura,alto costura,alta_costura
costura,moda,tendencia
costura,pretencioso,superficial
costura,costoso,costoso
costura,manual,manualidad
costura,artesanal,artesanal
barriga,panza,cuerpo_humano
barriga,chelar,bebida_alcoholica
barriga,malo alimentacion,malnutricion
barriga,hombre,masculino
barriga,grasa,grasas
barriga,comida rapido,comida_chatarra
barriga,alcohol,bebida_alcoholica
lágrima,llorar,angustia
lágrima,tristeza,angustia
lágrima,sal,salado
lágrima,pena,angustia
lágrima,gota,gota_de_agua
lágrima,agua,liquido
lágrima,dolor,sufrimiento
lágrima,felicidad,felicidad
lágrima,risa,felicidad
lágrima,cosquil él,cosquillas
palanca,fisico,disciplina_cientifica
palanca,torque,dispositivo_mecanico
