Palabra (concepto),Descripción,Codificación
Plan,organizado,organización
Plan,tranquilo,tranquilidad
Plan,pensado,pensamiento
Plan,racionalizado,razonamiento
Plan,ordenado,orden
Plan,equilibrado,equilibrio
Compasión ,bueno,bien
Compasión ,empatico,empatía
Compasión ,paciente,paciencia
Compasión ,benevolo,bondad
Compasión ,inteligente,inteligencia
Compasión ,sabio,sabiduría
Compasión ,pacifismo,pacifismo
Compasión ,perdon,perdón
Compasión ,del bien,bien
Compasión ,claro,claro
Agradecimiento,educacion,educación
Agradecimiento,de hacer notar uno accion o favor,favor
Agradecimiento,atencion,atención
Agradecimiento,notacion,notación
Agradecimiento,sociedad,sociedad
Agradecimiento,regla,reglas
Agradecimiento,cortesia,cortesía
Agradecimiento,amabilidad,amabilidad
Agradecimiento,de bien,bien
Ansiedad,nervioso,nerviosismo
Ansiedad,preocupacion por algo,preocupación
Ansiedad,querer tener o hacer algo pronto,querer
Ansiedad,querer que pasar rapido el tiempo por x motivo,querer
Ansiedad,sudor en el mano,sudor
Ansiedad,existir antes de uno competencia,competencia
Ansiedad,existir antes de algun acontecimiento importante,acontecimiento importante
Ansiedad,todo el persona él demostrar de manera diferente,todos
Ansiedad,ser uno forma de mostrar que él este nervioso por algo,nerviosismo
Obligación,uno deber,deber
Obligación,responsabilidad de hacer algo,responsabilidad
Obligación,algo que deber cumplir él,deber
Obligación,algo que él deber hacer o no hacer,hacer
Obligación,ser regla,reglas
Obligación,no este hecho para discusión,no discusión
Sugerencia ,consejo,concejo
Sugerencia ,hablar sobre mejora de algo,mejorar
Sugerencia ,como hacer algo mejor,mejorar
Sugerencia ,existir en empresa o negocio uno libro para este,libros
Sugerencia ,como corregir algo,correción
Razón ,capacidad de pensar,pensamiento
Razón ,propio del ser humano,humano
Razón ,inteligencia,inteligencia
Razón ,capacidad de argumentar o debatir algo,argumentación
Razón ,existir en uno lema chileno,lema patrio
Felicidad,parecido a el alegrio,alegría
Felicidad,mucho gente el busca,búsqueda
Felicidad,él relacionar con el dinero,dinero
Felicidad,él sentir con el corazon,corazón
Felicidad,él dar cuando él hacer algo bien,bien
Felicidad,cuando yo ir bien en el vida,bien
Felicidad,él relacionar con el éxito,éxito
Seguridad,confianza,confianza
Seguridad,antivirus,antivirus
Seguridad,sistema que alejar el peligro,no peligro
Seguridad,resguardar algo de robo,resguardo
Seguridad,encriptar,encriptar
Seguridad,guardia,guardias
Seguridad,proteccion,protección
Compasión ,piedad,piedad
Compasión ,misericordia,misericordia
Compasión ,el persona él generar u otorgar,generación
Compasión ,sentir tristesa por algo o alguien,tristeza
Compasión ,empatiar,empatía
Plan,estrategia,estrategia
Plan,como conseguir algo,conseguir
Plan,como llegar a uno punto determinado,llegar
Plan,él idear para llegar a uno meta,idea
Plan,él utilizar en empresa,empresas
Excusa,forma de dar el culpa a algo por algun suceso,culpa
Excusa,fallo,falla
Excusa,inventar algo para sacar él de culpa,invento
Excusa,forma de mentir porque no él cumplio algo,mentira
Éxito,felicidad,felicidad
Éxito,orgullo,orgullo
Éxito,honor,honor
Éxito,cuando uno llegar a el meta como él planeo,meta
Éxito,cuando uno cumplir él que desear,deseo
Éxito,él relacionar con el suerte,suerte
Éxito,él requerir esfuerzo para llegar a el,esfuerzo
Éxito,él relacionar con el felicidad,felicidad
Obsesión,fijación mantenido en el tiempo con uno objeto o persona,fijación
Obsesión,poder constituir uno enfermedad mental,enfermedad
Obsesión,provocar desear por algo o alguien,deseo
Plan,forma estructurada de hacer el cosa,estructura
Plan,ayuda a definir tarea o actividd a realizar,ayuda
Plan,definar metodo y camino para llegar a uno objetivo,método
Plan,estrategia,estrategia
Compasión,sentir él afectado por el miseria del projimo,empatía
Compasión,voluntad de ayudar al projimo en problema,ayuda
Compasión,este relacionado con el empatia,empatía
Desesperación,sufrimiento por no encontrar salido de uno situación problemático,sufrimiento
Desesperación,suceder cuando no él ver camino posible a seguir,no camino
Desesperación,sentir que todo este mal y no haber forma de mejorar él,no mejoría
Esperanza,sentimiento que asegurar que todo mejorar en algun momento,mejorar
Esperanza,el cosa buena estir por venir,bien
Esperanza,ser él ultimo que él perder,lo último que se pierde
Esperanza,fuerza motoro cuando el cosa estar mal,fuerza
Razón ,habilidad cognitivo unicamente poseido por el ser humano,habilidades
Razón ,característica determinante de el existencia del ser humano,características
Razón ,relacionado con el pensamiento,pensamiento
Razón ,él decir de cuando uno persona estar en él correcto,correcto
Oportunidad,opcion viable del actuar,opción
Decisión,escoger uno de el diferente opción,elección
Decisión,exigir compromiso con él escogido,compromiso
Decisión,suceder luego de uno analisis de el opción,análisis
Decisión,opción,opinión
Decisión,compromiso,compromiso
Peligro,situacion en el que haber que tener cuidado,cuidado
Peligro,precaución,precaución
Peligro,situacion que haber que evitar,evitación
Ansiedad,poder ser uno problema sicológico,problemas
Ansiedad,producir ataque,cambio corporal
Compasión,acto que tratar de aliviar el sufriemto de otro,alivio
Obsesión,obstinamiento sobre algo o alguien,obstinación
Verdad,correcto,correcto
Verdad,algo que él pensar y él corroborar empiricamente,pensamiento
Verdad,realidad y pensamiento alineado,real
Verdad,real,real
Pensamiento,él que este en el mente,mente
Pensamiento,idea de uno persona sobre otro,idea
Pensamiento,no tangible,abstracción
Culpa,remordimiento,remordimiento
Culpa,sentimiento de hacer algo malo,mal
Culpa,habilidad que tener uno persona de dar él cuenta de que hacer algo erroneo,habilidades
Desesperación,perdido de esperanza,desesperanza
Desesperación,no tener paciencia,impaciencia
Desesperación,no tener tranquilidad de animo,intranquilidad
Honestidad,honradez,honradez
Honestidad,actuar de acuerdo a él que él pensar y sentir,acuerdo
Excusa,argumento para justificar uno actuar,argumentación
Excusa,justificación,justificación
Acuerdo,contrato,contrato
Acuerdo,pacto,pacto
Acuerdo,tratar,tratado
Acuerdo,convenio,convenio
Seguridad,sentimiento de tranquilidad,tranquilidad
Seguridad,ausencia de riesgo,no riesgo
Esperanza,tener pensamiento positivo de que algo poder suceder,positivo
Esperanza,querer que suceder algo esperado,querer
Esperanza,tener fe en uno situacion,fe
Esperanza,ser positivo,positivo
Decisión,tener opción y tener que tomar uno,opción
Definición,él dar sentido a el cosa,sentido
Definición,él buscar en diccionario para comprender el palabra,diccionario
Definición,cuando uno no entender uno palabara uno buscar su,palabra
Plan,idea o guia de como uno situacion él llevar a cabo,idea
Plan,oficial y militar él ocupar para el rescate,militar
Agradecimiento,el accion de dar el gracia,gratitud
Éxito,al hacer uno actividad él buscar ese,búsqueda
Éxito,poder ser laboral o sentimental,laboral
Éxito,él lograr uno objetivo,objetivos
Éxito,uno cantante cuando tener mucho seguidor,seguidores
Éxito,cuando uno persona él mentalizar con algo y despues  él lograr,mentalización
Éxito,haber que recorrer uno camino para llegar,camino
Amenaza,algo malo,mal
Amenaza,cuando alguien tú ataca,ataque
Amenaza,decir él a otro persona que él ir a atacar,advertencia
Amenaza,ser solo palabra antes de que atacar,ataque
Razón ,él ocupar el cabeza,cabeza
Razón ,ser objetivo,objetividad
Razón ,cuando dos persona discutir y uno este en él cierto,cierto
Razón ,cuestionar algo,cuastionamiento
Razón ,debatir algo,debate
Obsesión,descontrolado,descontrol
Obsesión,uno objetivo que él buscar,objetivos
Peligro,susto,susto
Peligro,sentir él mal por algo,mal
Peligro,atacado por algo,ataque
Peligro,sentir uno amenaza,amenaza
Compasión,él sentir por uno persona,persona
Compasión,sentimiento por alguien cuando este mal,mal
Compasión,él tratar de evitar el dolor ajeno,evitación
Compasión,entre dos persona,dos o más partes
Compasión,sentir tristeza por otro persona o cosa,tristeza
Acuerdo,uno pacto entre dos persona,pacto
Acuerdo,poder ser verbal o escrito,verbal/escrito
Acuerdo,algo en común,común
Desesperación,no tener control,incontrolable
Desesperación,uno persona él sentir asi,personal
Desesperación,no controlar el acto,incontrolable
Desesperación,no tener esperanza,desesperanza
Desesperación,no tener paciencia,impaciencia
Agradecimiento,estar contento con otro persona,felicidad
Agradecimiento,él sentir bien por algo que hacer otro persona,bien
Agradecimiento,él poder tener el sentimiento o realizar uno acto,sentimiento
Plan,uno forma de ordenar el vida,orden
Plan,organizar el actividad de uno semana mes o año,organización
Plan,el compañia de telefono tú él ofrecer,telefonía
Plan,organización,organización
Plan,uno forma de ordenar,orden
Plan,haber actividad,actividades
Plan,él poder comprar,comprar
Plan,estrategia,estrategia
Plan,poner él de acuerdo,acuerdo
Plan,organización,organización
Plan,elaborar uno procedimiento,procedimiento
Plan,establecer paso,pasos
Plan,receta,receta
Plan,antes de ejecutar,anticipación
Plan,mapa previo a realizar algo,mapa
Plan,analizar todo antes de hacer,análisis
Seguridad,confianza,confianza
Seguridad,el policia él brindar,policias
Seguridad,haber guardia que él dedicar a él,guardias
Seguridad,el estado el garantizar,estado
Seguridad,sin riesgo,no riesgo
Seguridad,percepción del peligro,peligro
Seguridad,paz,paz
Razón ,coherencia,coherencia
Razón ,este en el lema patrio de chile,lema patrio
Razón ,el que ganar uno discusión él tener,ganar
Razón ,el gente locar el pierde,no locura
Peligro,riesgo,riesgo
Peligro,estar expuesto a uno situación dañino,daño
Peligro,algo que poder salir mal,mal
Peligro,tirar él en parapante él ser,deporte extremo
Oportunidad,uno alternativa que poder elegir,alternativa
Oportunidad,uno chance,chance
Oportunidad,uno camino que poder optar,camino
Oportunidad,uno via alternativa,alternativa
Oportunidad,comprar algo en uno oferta flash,oferta
Oportunidad,todo él merecer uno segundo,segunda
Oportunidad,uno opción,opción
Compasión,empatir,empatía
Compasión,colocar él en el lugar del otro,empatía
Compasión,contrario a el venganza,no venganza
Compasión,perdonar,perdón
Compasión,ser benevolo,bondad
Compasión,levantar a uno enemigo del suelo,enemigo
Desesperación,impotencia,impotencia
Desesperación,sobreexagerar uno situación,sobre exageración
Desesperación,no tener alternativa para algo importante,no acción
Desesperación,no poder cambiar algo,no acción
Desesperación,perder el calma,intranquilidad
Desesperación,contrario a relajado,intranquilidad
Agradecimiento,responder a uno ayuda,ayuda
Agradecimiento,gratitud,gratitud
Agradecimiento,reconocer el ayuda de el demá,reconocimiento
Agradecimiento,mencionar el aporte positivo de alguien,positivo
Agradecimiento,ser educar,educación
Obligación,uno deber que haber que cumplir,deber
Obligación,uno responsabilidad que él tener,responsabilidad
Obligación,algo que haber que realizar por uno compromiso,compromiso
Obligación,imponer él a alguien que hacer algo,imposición
Obsesión,cegar él a algo,ceguera
Obsesión,actuar irracionalmente,irracional
Obsesión,querer algo por sobre todo el cosa,querer
Obsesión,desear algo a toda costa,deseo
Acuerdo,conseguir uno beneficio para al menos uno de el participante,beneficios
Ganancia ,implicar beneficio para uno individuo,beneficios
Verdad,carácter subjetivo,subjetivo
Verdad,poder ser recomfortante o perturbadoro,bien/mal
Verdad,buscado por gran cantidad de gente,búsqueda
Excusa,mal visto por el sociedad,mal
Excusa,usado para justificar mala acción,justificación
Excusa,empleado por gente irresponsable,irresponsabilidad
Esperanza,sentimiento positivo,positivo
Esperanza,experimentado en momento de dificultad,dificultad
Esperanza,tema presente en el religion,religión
Ansiedad,experimentado en situación estresant ajeno al individuo,estrés
Ansiedad,falta de adaptacion por parte del individuo,desadaptación
Ansiedad,experimentado por todo en algun momento,todos
Honestidad,caracteristica visto como positiva,positivo
Honestidad,otorgar congruencia al actuar del individuo,congruencia
Honestidad,ayuda a mantener relación saludable con otro persona,ayuda
Honestidad,persona que él ejercer él considerar como confiable,confianza
Obsesión,forma de actuar respecto a alguno cosa,acción
Obsesión,connotación negativo,negativo
Obsesión,él ejercer hacia uno persona u objeto,persona/objeto
Obsesión,él tratar como uno problema que él necesitar corregir,problemas
Obsesión,incapacidad de concentrar él en alguno otro cosa,atención
Pensamiento,capacidad humano,humano
Pensamiento,él ejercer en cada momento consciente,conciencia
Pensamiento,proceso que consumir energia,gasto energético
Pensamiento,culmín en el formacion de idea,idea
Sugerencia ,idea transferido a otro persona,idea
Sugerencia ,percepcion de ser uno mejor idea que el que el otro persona poseer,idea
Sugerencia ,intencion positiva con fin de ayudar,ayuda
Sugerencia ,poder ser responder de manera agresivo por el receptor,agresión
Felicidad,sensación positivo,postivo
Felicidad,estado anímico,ánimo
Felicidad,desear del ser humano,deseo
Felicidad,caracteristico del ser humano,humano
Felicidad,alegría,alegría
Felicidad,bien estar,bienestar
Felicidad,equilibrio,equilibrio
Desesperación,incapacidad de reaccionar bien frente a uno problema,incapacidad
Desesperación,incapacidad de actuar correctamente,incapacidad
Desesperación,cólero,cólera
Desesperación,alteración del ánimo,alteración
Desesperación,pérdida de esperanza,desesperanza
Éxito,logro,logro
Éxito,triunfo,triunfo
Éxito,cumplimiento de meta personal,cumplimiento
Éxito,aspiración,aspiraciones
Peligro,dañino,daño
Peligro,poco o no seguro,inseguridad
Culpa,sensación de remordimiento del ser humano,remordimiento
Culpa,sentimiento de falta luego de cometer uno acto intencionalmente,intención
Culpa,responsabilizar él de nuestro acción,responsabilidad
Habilidad,capacidad(es que destacar a uno persona del resto,capacidad
Habilidad,caracteristica(s que destaca(n a uno persona del resto,características
Habilidad,el manera en que alguien o algo realizar uno acción,manera
Habilidad,diferenciación,diferenciación
Definición,descripción de algo o alguien,descripción
Definición,caracteristica de algo o alguien,caracterización
Definición,significado de algo o alguien,significado
Oportunidad,ocasión conveniente,conveniencia
Seguridad,proteger,protección
Seguridad,acoger,acogedor
Seguridad,sensación de tranquilidad,tranquilidad
Seguridad,no peligroso,no peligro
Seguridad,no dañino,no daño
Honestidad,verdadero,verdad
Honestidad,fiel,fiel
Honestidad,correcto,correcto
Honestidad,caracteristica del ser humano,características
Honestidad,no dar cabida a el mentira,no mentir
Compasión,él sentir por otro persona,otro/alguien
Compasión,solidaridad,solidaridad
Compasión,entiend el lugar del otro,entendimiento
Compasión,él sient cuando el persona pasar por algo negativo,negativo
Compasión,el sentimiento ser positivo,positivo
Compasión,permitir que persona ayudar a otro,ayuda
Compasión,caridad,caridad
Amenaza,rabiar,rabia
Amenaza,intimidación,intimidación
Amenaza,él desear algo negativo hacia otro persona,mal
Amenaza,ira,irá
Amenaza,enojo,enojo
Amenaza,tener el intención de impedir algo,disuasión
Amenaza,hacer sentir invulnerabilidad,invulnerable
Seguridad,estabilidad,estabilidad
Seguridad,confort,confort
Seguridad,protección,protección
Seguridad,uno él sentir bien,bien
Seguridad,guardia,guardias
Seguridad,escudo,escudo
Seguridad,alarma,alarma
Seguridad,el criminal él violar,criminales la violan
Seguridad,confianza,confianza
Éxito,triunfo,triunfo
Éxito,cuando el cosa tú salir bien,bien
Éxito,sentimiento positivo,positivo
Éxito,cuando lograr algo,logro
Éxito,satisfacción,satisfacción
Éxito,gocir,gozo
Excusa,tener el idea de evitar algo,evitación
Excusa,mentira,mentira
Excusa,justificación,justificación
Excusa,invento,invento
Excusa,falsedad,falsedad
Excusa,poco honestidad,no honestidad
Excusa,falta de mea culpa,no mea culpa
Desesperación,fobiar,fobia
Desesperación,no saber que hacer,no acción
Desesperación,él busacar escapar de ese situación,escape
Desesperación,sentimiento negativo,negativo
Sugerencia ,presentar uno opción,opción
Sugerencia ,incitar algo,incitación
Sugerencia ,ayuda,ayuda
Sugerencia ,aporte,aporte
Sugerencia ,uno opción,opción
Sugerencia ,elección,elección
Sugerencia ,posibilidad,posibilidad
Sugerencia ,oportunidad,oportunidad
Peligro,él escapar de él,escape
Peligro,daño,daño
Peligro,miedo,miedo
Peligro,exposición,exposición
Peligro,factor de riesgo,riesgo
Peligro,poder provocar muerte,muerte
Peligro,inseguridad,inseguridad
Honestidad,sinceridad,sinceridad
Honestidad,él asociar al color blanco,blanco
Honestidad,transparencia,transparencia
Honestidad,él buscar en el persona,búsqueda
Honestidad,contrario al engaño,no mentir
Honestidad,contrario a el mentira,no mentir
Felicidad,alegría,alegría
Felicidad,gozo,gozo
Felicidad,él buscar este emoción,emoción
Felicidad,emoción positivo,positivo
Felicidad,él ver todo positivo,positivo
Felicidad,contrario a el tristeza,no tristeza
Felicidad,máximo satisfacción,satisfacción
Obligación,deber que tener uno persona,deber
Obligación,imposición de carácter legal moral u otro tipo que tener uno persona,imposición
Obligación,no ser libre de elegir cuando tener uno obligación,no voluntad
Obligación,hacer algo sin cuestionar si tú gustar o no hacer él,hacer
Ansiedad,intranquilidad por algo pendiente o no resolver,intranquilidad
Ansiedad,él asociar con pensamiento repetitivo sobre algo,repetición
Ansiedad,movimiento repetitivo y rápido mover el pie y el lápiz,cambio corporal
Ansiedad,angustia intolerable de el que uno no él hacer cargo,angustia
Ansiedad,poco tolerancia,no tolerencia
Agradecimiento,gratitud,gratitud
Agradecimiento,reconocimiento hacia algo o alguien por sentir yo bien,reconocimiento
Agradecimiento,sensación de placer,placer
Agradecimiento,felicidad,felicidad
Agradecimiento,reconocer el cosa buena que yo pasar en el vida,reconocimiento
Agradecimiento,dar el gracia,gratitud
Compasión,poner él en el sentimiento del otro como el otro él sentir,empatía
Compasión,empatir,empatía
Compasión,acompañar al otro en el sentimiento de dolor,acompañamiento
Compasión,hacer algo por el dolor ajeno para aliviar él,alivio
Compasión,contener a otro,contención
Compasión,uno él conmuevar por el dolor o el angustia de otro,empatía
Culpa,sentir responsabilidad por algo malo que pasar o él hacer,responsabilidad
Culpa,pena y angustiar,pena
Culpa,pedir perdón,perdón
Culpa,fallar en algo o a alguien,falla
Culpa,sensación de haber herir a otro persona,herido
Culpa,carga,carga
Culpa,remordimiento,remordimiento
Culpa,agobio por algo que no él poder cambiar,agobio
Culpa,arrepentimiento,arrepentimiento
Culpa,reconocer que él hacer algo malo,mal
Destreza,habilidad,habilidades
Destreza,facilidad de alguien para hacer algo,facilidad
Destreza,algo que él hacer bien,bien
Destreza,talento,talento
Pensamiento,imagen mental,mente
Pensamiento,reflexión,reflexión
Pensamiento,mente y cerebro,mente
Pensamiento,relacionado con el racionalidad o razón,razonamiento
Pensamiento,evocación de algo o alguien en el mente,mente
Pensamiento,trabajo mental,mente
Pensamiento,simbolizar recordar o imaginar el futuro,simbolizar
Pensamiento,buscar información en el mente,información
Pensamiento,él usar o ser útil para decidir,decisión
Pensamiento,analizar,análisis
Plan,esquema o mapa de algo,esquema
Plan,revisar con anticipación uno situación,anticipación
Plan,paso a seguir frente a uno situación,pasos
Plan,conjunto de instrucción que decir quá hacer,confort
Decisión,haber opción,opción
Decisión,preferencia por algo sobre otro cosa,preferencia
Decisión,pensar antes de tomar uno decisión,elección
Decisión,determinación,determinación
Decisión,aceptar el pérdida de él que no él escoger,aceptación
Decisión,posición frente a algo,posición
Amenaza,algo que poder dañar,daño
Amenaza,dar miedo,miedo
Amenaza,estrés,estrés
Amenaza,tú poner en alerta para reaccionar,alerta
Amenaza,tú poder quitar tu bienestar,no bienestar
Amenaza,potencial peligro,peligro
Decisión,elección personal,elección
Decisión,concretar uno acción,acción
Decisión,afirmación acerca de algo que él elegir,afirmación
Obsesión,fijación por algo o alguien,fijación
Obsesión,ser uno trastorno compulsivo,trastorno
Peligro,situación de vulnerabilidad,vulnerabilidad
Peligro,estar en uno situación de riesgo,riesgo
Peligro,haber algo que poder ser dañino,daño
Peligro,ser necesario poner él a salvo ante él,a salvo
Felicidad,estado de extasis maximo,éxtasis
Felicidad,sentimiento positivo,positivo
Plan,acuerdo de algo,acuerdo
Plan,necesitar de uno planificación previo,planificación
Destreza,habilidad para realizar algo,habilidades
Destreza,requerir de ingenio,ingenio
Definición,descripción de algo,descripción
Definición,permitir conocer concepto,entendimiento
Compasión,sentir sensibilidad por algo o alguien,sensibilidad
Compasión,apiadar él de algo o alguien,piedad
Compasión,ser uno sentimiento positivo,postitivo
Compasión,compadecer él de algo,compasión
Compasión,apiadar él de algo o alguien,piedad
Agradecimiento,sentimiento positivo,positivo
Agradecimiento,sentir gratitud hacia alguien o algo,gratitud
Amenaza,actitud que anticipar violencia,violencia
Amenaza,actitud usado para crear miedo,miedo
Amenaza,gesto fuerte para amedrentar a otro,intimidación
Amenaza,aviso de que él no él cambiar el actitud acción etc. sucedera algo,advertencia
Amenaza,gesto que crear miedo en el otro para evitar uno accion de el,miedo
Amenaza,fuerza verbal para impedir que el otro hacer algo,intimidación
Amenaza,el narcotraficanta él hacer para que su lacayo no hablar,delincuencia
Destreza,caracteristica fisico que permitir mover él con agilidad,características
Destreza,él relacionar con agilidad y fuerza,agilidad/fuerza
Destreza,combinacion entre agilidad y fuerza,agilidad/fuerza
Destreza,para trepar arbol él necesitar gran,agilidad/fuerza
Destreza,simbolo de alguien bien preparado fisicamente,preparación
Destreza,para movimiento bruzco necesitar agilidad y,agilidad/fuerza
Destreza,habilidad principal para escalar muro,habilidades
Pensamiento,platon desarrollar uno gran,filosofía
Pensamiento,nunca poder dejar de tener él en el cabeza,no terminan
Pensamiento,en grecia ser el motor principal de el filosofo,grecia
Pensamiento,el idea surgen de,idea
Pensamiento,nadie poder leerte el,no leíble
Pensamiento,de él surgir el imaginacion,imaginación
Pensamiento,mucho vez ser crítico y analitico,críticos
Pensamiento,habilidad principal del hombre,habilidades
Pensamiento,el hombre ser uno ser,ser
Pensamiento,el yoga intentar alejarte de cualquiera de él,alejamiento
Seguridad,iso9000,norma
Seguridad,resguardo,resguardo
Seguridad,tu padre tú brindar uno gran,padres
Seguridad,razon por el cual no guardar el dinero debajo del colchon,precaución
Seguridad,el ladrón él alterar,criminales la violan
Seguridad,mucho casa poner reja y cercado para dar mos,rejas
Seguridad,alguno persona ser mas temer por ser ma,timidez
Seguridad,sentimiento de desproteccion,desprotección
Seguridad,proteccion,protección
Agradecimiento,si yo regalar uno notebook estar,regalo
Agradecimiento,siempre que alguien hacer algo por mi estoy,otro/alguien
Agradecimiento,gracias,gratitud
Agradecimiento,si ayudo a otro este yo,ayuda
Agradecimiento,en general uno tener que ser de este forma con quien tú atender,forma
Agradecimiento,actitud hacie quien tú ayudar en general,actitud
Agradecimiento,actitud hacia alguien que yo tratar de forma amable,amabilidad
Agradecimiento,respuesta a uno amabilidad,amabilidad
Agradecimiento,forma de compensar uno buen accion hacia tú,bien
Peligro,él sentir cuando haber uno ladron cerca,delincuencia
Peligro,sentimiento que alertar de que algo malo pasar,mal
Peligro,cuando alguien manejar mal ser uno,manejar mal
Peligro,manejo mas alcholo ser uno,manejar con alcohol
Peligro,isic él ser para el humanidad,terrorismo
Peligro,premonicion de guerra generar,guerras
Peligro,salir en cartel cerca de hoyo,advertencia
Esperanza,uno niño ser uno,niños
Esperanza,todo persona con enfermedad terminal tener,enfermedad terminal
Esperanza,si tener cancer él ultimo que pierdo ser,lo último que se pierde
Esperanza,él ulitmo que él perder ser el,lo último que se pierde
Esperanza,sentimiento de que siempre él poder algo mas,más
Esperanza,actitud que empujar a ir mas allo,actitud
Plan,estrategia,estrategia
Plan,estrategia para conseguir algo,estrategia
Plan,suceso de paso para lograr objetivo,pasos
Plan,ser como uno camino para alcanzar algo,camino
Plan,uno en claro elegir uno,elección
Plan,ser él que pagar alfinal de mes en entel,telefonía
Ansiedad,sentimiento de querer que todo pasar ahora,rápidez
Ansiedad,querer alcanzar el futuro,querer
Ansiedad,esperar largo tú poner,esperar
Ansiedad,cuando querer que algo pasar rapido,rápidez
Ansiedad,querer todo ahora,querer
Ansiedad,querer anticipar el futuro,querer
Ansiedad,el gente mucho vez comar por,comer
Acuerdo,estar de,acuerdo
Acuerdo,él necesitar para avanzar en politica,necesario
Acuerdo,él generar por consentimiento de dos postura,consentimiento
Acuerdo,cuando dos país llegar a uno,países
Amenaza,el recib si hacer algo que desagradar a otro persona,ofensa
Amenaza,poder ser físico o verbal,físico/verbal
Amenaza,si él recibir vivir más alerto,alerta
Destreza,habilidad para realizar algo,habilidades
Destreza,poder mejorar con entrenamiento,entrenamiento
Pensamiento,idea,idea
Pensamiento,imaginación,imaginación
Pensamiento,yo permitir planificar,planificación
Seguridad,sensación de protección,protección
Seguridad,confianza,confianza
Seguridad,autoafirmación,autoafirmación
Seguridad,despreocupación,despreocupación
Seguridad,el madre y o yo provocar ese sentimiento,padres
Agradecimiento,expresión de gratitud hacia algo o alguien,gratitud
Agradecimiento,él decir cuando hacer algo por yo,otro/alguien
Agradecimiento,mientras más él sentar más feliz ser,felicidad
Peligro,amenazar,amenaza
Peligro,el vida correr uno riesgo,riesgo
Esperanza,ser él último que él perder,lo último que se pierde
Esperanza,él que yo impulsar,impulso
Esperanza,fe en el buen resultado de algo,fe
Esperanza,motivación,motivación
Esperanza,creer que algo salir bien contra todo pronóstico,creencia
Plan,esquema,esquema
Plan,paso a seguir,pasos
Plan,guíar,guía
Plan,organización de acción a seguir,organización
Ansiedad,sensación de inseguridad,inseguridad
Ansiedad,nerviosismo,nerviosismo
Ansiedad,comer él el uña,comer
Ansiedad,sudoración excesivo,sudor
Ansiedad,incomodidad,incomodidad
Ansiedad,impaciencia,impaciencia
Ansiedad,anticipación de alguno suceso desagrable,anticipación
Acuerdo,decisión mutuo entre dos parte,decisión
Acuerdo,complicidad,complicidad
